Interval,Transfer,Bandwidth
1334,88.8,744
1335,88.2,740
1336,89.4,750
1337,88.4,741
1338,89.2,749
1339,88.2,740
1340,89.4,750
1341,88.2,740
1342,88.4,741
1343,89.6,752
1344,88.6,743
1345,88.2,740
1346,88.6,743
1347,88.4,741
1348,89.5,751
1349,88,738
1350,89.6,752
1351,88.5,742
1352,88.2,740
1353,89.5,751
1354,88,738
1355,89.6,752
1356,88.2,740
1357,88,738
1358,89.9,754
1359,88.1,739
1360,88.2,740
1361,89.9,754
1362,88,738
1363,88.9,746
1364,88.9,746
1365,88,738
1366,89.6,752
1367,88.1,739
1368,89.6,752
1369,88.2,740
1370,89.2,749
1371,88.4,741
1372,87.9,737
1373,89.6,752
1374,88.2,740
1375,89.4,750
1376,88.9,746
1377,88,738
1378,88.5,742
1379,89.6,752
1380,88.1,739
1381,88.2,740
1382,89.4,750
1383,88.2,740
1384,89.4,750
1385,88.4,741
1386,89.4,750
1387,88.1,739
1388,88.5,742
1389,88.4,741
1390,89.9,754
1391,88.1,739
1392,88.4,741
1393,89.4,750
1394,88.1,739
1395,89.8,753
1396,88.4,741
1397,88.6,743
1398,88.1,739
1399,89.4,750
1400,88.6,743
1401,88.4,741
1402,88.4,741
1403,89.5,751
1404,88.4,741
1405,88.4,741
1406,89.6,752
1407,88.9,746
1408,88.6,743
1409,88.6,743
1410,88.5,742
1411,88.5,742
1412,88.4,741
1413,89.8,753
1414,88.6,743
1415,88,738
1416,89.8,753
1417,88.4,741
1418,88.2,740
1419,89.5,751
1420,88,738
1421,89.5,751
1422,88,738
1423,89.5,751
1424,88,738
1425,89.5,751
1426,88.1,739
1427,88.4,741
1428,89.6,752
1429,88.2,740
1430,88.1,739
1431,89.5,751
1432,88.5,742
1433,89.1,748
1434,88.4,741
1435,88.5,742
1436,88.4,741
1437,89.6,752
1438,88.1,739
1439,89.4,750
1440,88.4,741
1441,89,747
1442,88.6,743
1443,88.1,739
1444,89.5,751
1445,88.2,740
1446,89.5,751
1447,88.1,739
1448,88.1,739
1449,89.6,752
1450,88.5,742
1451,88.4,741
1452,89.6,752
1453,88.4,741
1454,88.6,743
1455,89.2,749
1456,88.2,740
1457,88.2,740
1458,89.5,751
1459,88.8,744
1460,88.4,741
1461,88.2,740
1462,89.2,749
1463,88.2,740
1464,88.5,742
1465,89.5,751
1466,88.4,741
1467,88.4,741
1468,89.6,752
1469,88,738
1470,88.5,742
1471,88.9,746
1472,89.4,750
1473,88.2,740
1474,88.5,742
1475,89.6,752
1476,88.1,739
1477,89.1,748
1478,88.5,742
1479,88.2,740
1480,89.5,751
1481,88,738
1482,88.9,746
1483,89.2,749
1484,88.1,739
1485,88.9,746
1486,88.6,743
1487,89.6,752
1488,88.2,740
1489,88.2,740
1490,88.2,740
1491,89.8,753
1492,88.5,742
1493,89.5,751
1494,88.2,740
1495,88.4,741
1496,88.5,742
1497,89.1,748
1498,89,747
1499,88,738
1500,89.8,753
1501,88.4,741
1502,88.4,741
1503,88.5,742
1504,89.4,750
1505,88.4,741
1506,89.6,752
1507,88.5,742
1508,88.9,746
1509,88,738
